ABIKUU,n,y
ABILAB,n,y
ABILEF,n,y
ABILIJ,y,y
ABILOP,n,y
ABILUV,y,y
ABIMAC,n,y
ABIMEG,n,y
ABIMIK,n,y
ABIMUW,n,n
ABINAD,n,n
ABINIL,n,y
ABINUX,n,y
ABIPAF,y,y
ABIPEJ,n,y
ABIQEK,n,n
ABIQIO,y,y
ACIHOK,n,y
ACOKAG,y,y
ADARUU,n,y
AGEPIL,n,n
AGETIR,y,y
AJOQEX,n,n
AJUNOJ,n,y
AKEBEZ,n,n
AKIFAB,n,y
AKUVEH,n,n
AKUVIL,n,n
ALABEV,n,n
ALABIZ,n,n
ALABOF,n,n
ALABOF01,n,y
APEQUJ,n,y
AQIBEJ,y,y
ASEVUP,n,n
ASOWAI,n,n
ASOWEM,n,n
ASOWIQ,y,y
ASOWOW,n,y
ASOXAJ,n,y
ASOXEN,n,n
ASOXOX,n,n
AVAWOJ,n,n
AWALUH,n,n
AWAMAO,y,y
AWAMES,y,y
AWAMIW,y,y
AYOQEK,n,n
AYUBED,n,n
AYUBED01,n,n
AZOMEH,n,n
AZOPOV,n,n
BAGBUJ,n,n
BAGCAQ,n,n
BALHAX,n,y
BALHIG,n,n
BALLEF,n,y
BAMZIA,n,y
BAMZOG,n,n
BARZAX,n,n
BATGUY10,n,n
BEFDIA,n,y
BEFDOG,n,n
BEFDUM,n,y
BEFFAU,n,n
BEGWUG,n,y
BEHFIE,n,y
BEKXIB,y,y
BEQWID,n,n
BEWKOE,n,n
BEXNAT,n,y
BEYLUO,y,y
BICCUL,n,y
BICCUL10,n,y
BIKXUQ,n,y
BOKFEO,n,y
BOSMAY,n,y
BOSMEC,n,y
BOSMIG,n,y
BUKVAG,n,y
BUKVEK,n,y
BUKVIO,n,y
BUKVOU,n,n
BUKVUA,n,n
BUKWAH,n,y
BUYPER,n,n
CABFOD,n,y
CABFUJ,n,y
CABVUZ,n,n
CACBEO,n,y
CADFEV,n,y
CAFJAX,n,y
CAFJEB,n,y
CAHTEM,n,y
CAHTEM01,n,y
CAHTEM02,n,y
CAHTEM03,n,y
CAHTEM04,n,y
CAHVAK,n,y
CAHVAK01,n,y
CAHVAK02,n,y
CAHVAK03,n,y
CAHVAK04,n,y
CAKSEP,n,y
CALJUX,n,n
CANHOR,n,n
CANYAT,n,y
CATREV,n,n
CAVDAG,n,n
CAVDIO,n,n
CAVDOU,n,n
CAXFIT,n,n
CAXFOZ,n,y
CAXROJ01,n,y
CELMUE,n,y
CERNIZ,n,n
CERNOF,n,n
CERQAU,n,y
CEVHIV,n,y
CEXQUR,n,n
CEXROM,n,n
CEXTAA,n,n
CIDMOR,n,y
CIDMUX,n,y
CIDNAE,n,n
CIJMEQ,n,y
CILREX,n,y
CILRIB,n,y
CILROH,n,y
CILRUN,n,n
CILSAU,n,y
CILSEY,n,y
CILSIC,n,y
CISXAD01,n,y
CITLAS,n,n
COFFAG,y,y
COFFEK,n,y
CONCUF,n,y
COQFOF,n,n
COQFUL,n,n
CUBVEC,n,y
CUBVIG,y,y
CUBZUV,y,y
DAJGAZ,y,y
DAJGED,y,y
DAJGIH,n,n
DAJJAB,n,n
DAJJIK,n,y
DAJJOQ,y,y
DAMREP,n,n
DANYAV,y,y
DANYEZ,y,y
DANYID,y,y
DAQDII,n,n
DAQDII01,n,y
DAQDOO,n,y
DASMUG,n,y
DASNER,n,y
DATYOO,n,y
DAWMIZ,n,y
DAYWIL,n,n
DAYWOR,n,n
DEDTOY,n,y
DEDTUE,n,y
DEDVAM,n,y
DEDVEQ,n,y
DENNAO,n,y
DEWCOY,n,n
DIBFUS,n,y
DIBGAZ,y,y
DICSEO,y,y
DICSIS,n,y
DICSOY,n,y
DICSUE,n,y
DIHGIL,n,y
DIHGOR,n,y
DIHQOB,n,n
DIHQUH,n,n
DIHRAO,n,y
DIHRES,n,n
DIHRIW,n,y
DIJSOG,n,n
DIJSUM,y,y
DILGOW,n,y
DIPYAC,n,n
DIVSOT,n,y
DIVSUZ,n,y
DIVTAG,y,y
DIVTEK,y,y
DIVTOU,n,y
DIVTUA,n,y
DIVVOT01,n,n
DIVZUG,n,y
DIWBAP,n,y
DOCVUM05,n,y
DOCVUM06,n,y
DOCVUM07,n,y
DOCVUM08,n,y
DOCVUM09,n,y
DOCVUM10,n,y
DOCVUM11,n,y
DOFKUG,n,y
DOFLER,y,y
DOGHIS,n,n
DOHROI,n,n
DOHRUO,n,y
DOHSAV,n,y
DOHSEZ,n,y
DOJWOQ,y,y
DOLCAK,y,y
DOLCEO,n,y
DOLCIS,y,y
DOLCOY,n,y
DOLDEP,y,y
DORCUI,n,n
DORPEG,n,y
DUCLIY,n,n
DUCLUK,y,y
DUCMAR,n,n
DUDHEP,n,n
DUHZEN,y,y
DUQMEJ,n,y
DUQMEJ01,n,y
DUTBUP,n,y
DUWPOB,n,y
ECEFID01,n,n
ECEFUP,y,y
ECEFUP01,y,y
EDELIK,n,y
EDOMAN,n,y
EDOMER,n,y
EDOSUN,n,y
EDOTAU,n,n
EDOXIF,n,y
EDOXIF01,n,y
EDOXOL,n,y
EDUGAO,y,y
EDUGES,n,y
EDUJAR,n,n
EFACAS,y,y
EFACAS01,y,y
EFACAS02,y,y
EFACAS03,y,y
EFACAS04,y,y
EFACAS05,y,y
EFERAJ,y,y
EFEREN,n,y
EGIRIV,n,n
EGIROB,n,n
EKUKUR,y,y
ELAKUY,n,y
ELALAF,n,y
ELAMUZ,n,y
ELIHOW,n,n
ELUPOR,n,y
ENAZOI,n,n
ENAZOI01,n,n
ENAZUO,n,n
ENEBAA,n,y
ENEBEE,n,y
ENEBII,n,n
EPIRUR,n,y
EPISUS,n,n
EPITAZ,n,n
EPOBOB,y,y
EPOBUH,y,y
EQEXIJ,y,y
EQEXOP,y,y
EQEXUV,n,y
EQUHEF,n,y
ESIBEO,y,y
ESIHAR,n,y
ESIHEV,y,y
ESIHIZ,y,y
ESIHOF,n,y
ESIJAT,y,y
ESOWIS,n,y
EVEGOD,n,y
EVIFOG,n,n
EVIFUM,n,y
EVITUA,y,y
EVIVAI,y,y
EVIVEM,y,y
EXESAC,y,y
EYAQAX,n,y
EYAQEB,n,y
EYOKIN,y,y
EZAVUW,n,n
EZEYAJ,n,y
EZOCON,y,y
EZUYEE,y,y
EZUYII,n,n
FACWIP01,n,y
FACWIP02,n,n
FANZUS,n,n
FAPHUC,n,n
FAXXIM,n,n
FAYHUK,y,y
FAYJAS,y,y
FAYWUX,n,n
FAYZAH,n,n
FAYZEL,n,n
FAYZIP,n,n
FAYZOV,n,y
FAYZUB,n,n
FAZBAK,n,n
FAZBEO,n,n
FAZBIS,n,n
FEHXOF,n,y
FEHXOF10,n,y
FEMSIA,y,y
FEPZOP,n,n
FEQQIC,n,y
FEQQOI,n,y
FEQQUO,n,n
FEQRAV,n,n
FEQREY,n,n
FEQREZ,n,y
FEQRIC,n,n
FEQRID,n,y
FEQROJ,n,y
FEQXAC,n,y
FEYYUE,n,n
FEZNOQ,n,y
FIFTAR,n,y
FIFTEV,n,y
FIFTIZ,n,y
FIFTOF,n,y
FIWMEF,n,y
FIWMOP,n,y
FOLPUT,y,y
FOMLUQ,y,y
FONYAJ,n,n
FONYEN,n,y
FOPHAU,n,y
FORCUM,n,y
FORDAT,n,y
FORDEX,n,y
FOXLAG,y,y
FUMROU,n,y
FUSDOO,n,n
FUSDUU,n,y
FUVZON01,n,y
FUWBEG01,n,y
FUYHEN,n,n
FUYHIR,n,y
GABKUP,n,y
GAJHAD,y,y
GAJHAD01,y,y
GAJWIA,y,y
GAJWOG,n,y
GANCUV,n,n
GANDAC,n,n
GANDEG,n,y
GANDOQ,n,y
GANDUW,n,y
GARKAM,n,y
GASHEQ,y,y
GAYTEI,y,y
GEGZIE,y,y
GEGZOK,y,y
GEJCOP,n,y
GEJCUV,y,y
GEXBIX,y,y
GEXJIC,n,n
GICGUX,y,y
GICROB,n,n
GILKAP,n,n
GIPWUA,y,y
GIPXAH,n,n
GIPXEL,y,y
GIPXIP,y,y
GIWWAL,n,n
GIWWEP,n,n
GIWWIT,n,y
GIZKUW,n,n
GUHLUR,n,n
GUHMAY,n,n
GUHMEB,n,n
GUHMEB02,n,n
GUHMEC,n,n
GUHMIG,n,y
GUJRAE,n,y
HAGMOS,n,y
HAGMOS01,n,y
HAHVES,n,n
HAHVIW,n,n
HAJNEM,n,y
HAJNIQ,n,y
HAKPUG,n,y
HAMLAK,n,y
HAQNOE,n,y
HAQNUK,n,n
HAVDOY,y,y
HAXMUO,n,y
HEHYOL,y,y
HEHYUR,y,y
HEVQOQ,n,y
HEVQUW,n,y
HEVRAD,n,y
HEVRAD01,n,y
HEWKEC,y,y
HEYTUD,n,y
HIMXUX,y,y
HIYMUY,n,n
HOWNEO,y,y
HUFZAL,n,y
HUFZEP,y,y
HUZCAI,n,n
IBIDII,n,y
IBIGAD,y,y
IDEBEY,n,y
IDUBIV,y,y
IFAJOR,n,y
IFAJUX,n,y
IFAKAE,n,y
IFAKEI,n,y
IFAKIM,n,y
IFAVOC,y,y
IFEPEQ,n,n
IFOLUM,n,y
IFOSOO,n,n
IFOSUU,y,y
IFOTUT,n,y
IFOVAB,n,y
IFOVEF,n,y
IGUQIK,n,y
IGUQIK01,n,y
IHEGEI,n,y
IHOQED,y,y
INOLAZ,n,n
INOLED,n,y
INUPEM,y,y
IREPOL,n,y
IRIHIC,y,y
IRIHOI,y,y
IRIHUO,y,y
IRUGOT,n,y
ISUNIV,n,n
IVOPIT,n,n
IYEMAC,n,y
IYEMEG,n,y
IYEMIK,y,y
IYESOV,n,y
IZABOC,n,y
IZOKUF,n,y
IZUYOR,n,n
JAGFUS,n,y
JAQQUQ,n,y
JAXQEE,n,n
JECFIG,n,n
JEVMIJ,n,n
JEVMUV,n,n
JEVNAC,n,n
JEVZAM01,n,y
JEZHOL,n,n
JIHJEP,n,y
JIJHAL,n,y
JIJHEP,n,n
JIJHIT,n,n
JIJNEY,n,n
JIJNIC,n,y
JIVVUI,n,n
JIVWAP,y,y
JODMOE,n,n
JORVIV,n,y
JORVOB,n,y
JUMZAS,n,n
KAPTOL,n,y
KATJAS,y,y
KATJEW,y,y
KATXAE10,n,y
KAZMUW,n,y
KENBUC,n,n
KENRED,n,y
KEQLOH01,n,n
KEWHIG,n,n
KIRRIM,n,y
KOBNEV,n,y
KOBNEV01,n,y
KOBNIZ,n,y
KOJMUR,n,n
KOMXAL,n,n
KORLIM,n,n
KUGKIG,n,n
KUJGAX,n,y
KUJSUE,n,y
KUNNUE,y,y
KUWZEI,n,n
KUWZIM,n,n
KUXTII,n,n
KUXTUU,n,n
LACTAL,n,y
LACZEW,n,y
LADSUE,n,n
LAJWUR,y,y
LAJXAY,y,y
LAJXIG,n,y
LAMNIX,n,y
LAXRUZ,n,y
LAXSAG,n,y
LAXWEP,n,n
LAXWIT,n,n
LAYVUF,n,y
LAYWAM,n,y
LEBBIF,n,n
LEBBOL,n,y
LEBBUR,n,y
LEBYEZ,n,y
LEBYID,n,y
LEBYOJ,n,n
LEBZAW,n,y
LECPUF,n,n
LEFPEU,n,y
LEJNUL,n,y
LEJPAT,n,y
LEJPAT01,n,y
LEJPIB,n,y
LENWAF,n,y
LENWEJ,n,n
LENWIN,y,y
LENWOT,n,y
LENWUZ,n,y
LENXAG,n,y
LENXEK,n,n
LEQXIP,n,y
LEWLAB,n,y
LEWLEF,n,n
LEWLIJ,n,n
LEWLOP,n,n
LEWMIK,n,y
LEXSUE,n,y
LEXTAL,n,n
LEXTEP,n,n
LEXTIT,n,y
LICJUE,y,y
LIDTIC,n,y
LIKDIV,y,y
LIKDOB,y,y
LIKDUH,y,y
LIKZIQ,n,y
LIRTEL,n,n
LIRTIP,n,y
LIRTOV,n,y
LIRTUB,n,y
LISTOX,n,n
LITJAZ,n,n
LITJED,n,n
LOBFIS,n,n
LOGMAX,y,y
LOGMEB,y,y
LONMAD,n,n
LOTYUO,n,y
LOTYUO01,n,y
LOWPOE,n,y
LOYROI,n,n
LOYTEA,y,y
LUCFAS,y,y
LUCRIL,n,n
LUJJEF,n,n
LUPJEM,n,y
LUXRUS,n,y
LUXVAB,n,y
LUXVEF,n,y
LUXVIJ,n,y
MAGJUC,n,y
MALGUD,n,n
MALHAK,y,y
MALHEO,y,y
MAMMOE,n,y
MAMNAR,y,y
MAVVAI,n,y
MAZSUB,n,y
MEJHAN,n,y
MEJHER,n,y
MEKRUS,y,y
MENJEV,n,y
MEQGAQ,n,n
MESKIE,n,y
METJED,n,n
METSIQ,n,y
METSOW,n,y
METSUC,n,n
MEWMIM,n,n
MEXJOO,n,n
MEXJUU,n,y
MEXKAB,n,y
MIGGER,n,n
MIGGIV,n,y
MIGHES,y,y
MOCMIB01,n,y
MOHFIY,n,n
MOLMUV,n,n
MORVIA,y,y
MOTWAV,n,y
MOTWUP,n,y
MOTWUP01,n,y
MOTWUP02,n,y
MOTWUP03,n,y
MOTWUP04,n,y
MOTWUP05,n,y
MOTYUR,n,y
MOTZEC,n,y
MOTZOM,n,y
MOVBAC,n,y
MOVBUW,n,y
MOVCEH,n,y
MOXRAU,n,n
MUMZUR,n,n
MUNBAA,y,y
MUNBEE,y,y
MUNBII,y,y
MUWKUM,n,y
MUWLAT,n,y
MUWPOL,n,n
MUXVIL,n,y
MUXVOR,n,y
MUXVUX,n,y
MUXWAE,n,y
MUXWEI,n,y
MUXWIM,n,y
MUXWOS,n,y
NAFQUI,n,n
NAHTIZ,n,y
NAMPIC,n,n
NATFET,n,y
NATQEG,n,y
NAVMED,n,y
NEBDEE,n,y
NEBDII,n,n
NEBDII01,n,n
NEDPET,y,y
NEDPIX,y,y
NEMTUU,n,n
NENDOZ,n,n
NENDUF,n,n
NERNUV,n,y
NERYIS,n,y
NERYOB,y,y
NETKOM,n,n
NETKOM01,n,n
NEVMUX,n,n
NEVWER,n,y
NICXOP,n,n
NIFJAO,n,y
NIKFOF,y,y
NIKFUL,y,y
NIKGAS,y,y
NIKGEW,n,y
NILQUV,n,n
NIMMII,y,y
NODVIN,n,y
NODVOT,n,y
NODWEK,n,y
NOLSEO,n,y
NOLSIS,y,y
NOLSOY,y,y
NOLSUE,y,y
NUGZEW,n,n
NUGZIA,n,y
NUGZOG,n,y
NUQVAY,n,n
NUTTED,n,y
NUYSEH,n,y
OBIPUK,n,n
OCUXAO,n,n
OCUXUI,n,n
OCUYAP,n,n
OCUYET,n,n
OFAXID,n,y
OFOHIC,n,n
OFOHOI,y,y
OFOLOL,n,y
OFOLUR,n,y
OFOMAY,n,y
OFOQAE,n,y
OFOQEI,n,y
OFOQIM,y,y
OFOQOS,y,y
OGAYOL,y,y
OGIZIN,n,y
OHEXII,n,n
OHUXOE,n,n
OKAQAT,n,y
OKUCUT,y,y
OKUDAA,n,n
OLEGUH,n,y
OLEHES,n,y
OLODAV,n,n
OLODEZ,n,y
OLODOJ,n,n
OLODUP,n,n
OLOXAP,y,y
OMAGIU,n,y
OMAGOA,n,n
OQIWAN,n,n
OVENOU,n,y
OVUVOS,y,y
OWILEN,n,n
OWILOX,n,y
OWIMAK,n,y
OWIMIS,n,y
OYAWOC,y,y
OYAWUI,n,n
OZEBUR,n,n
OZECAY,n,n
OZECAY01,n,n
OZECAY02,n,n
OZECAY03,n,n
OZECAY04,n,n
OZECIG,n,y
PACHUX,n,y
PACZUP,n,y
PADBEC,n,y
PAFXOL,n,y
PAFXOL01,n,y
PAJDEL,n,y
PAJDUZ,n,y
PALWAA,n,n
PAPNID,n,y
PAQFES,n,y
PAQFIW,n,y
PAWSIS,y,y
PAZDUR,n,n
PAZFAZ,n,n
PEJTOO,n,y
PELSAD,n,n
PELSEH,y,y
PELSIL,y,y
PELSOR,y,y
PEPSOS,n,n
PEZBII,n,y
PIFHIY,y,y
PIFHUK,n,y
PIFJAS,n,y
PIFJOG,n,y
PIFJUM,n,y
PIFKAT,y,y
PIFKEX,y,y
PIFKIB,y,y
PIFKOH,n,y
PIFKUN,n,y
PIFTOQ,n,y
PIFTUW,y,y
PIFVAE,n,n
PIFVIM,n,y
PIFVOS,n,y
PIFVUY,n,y
PIFWAF,y,y
PINJAZ,n,n
PINJAZ01,n,y
PINJON,y,y
PINKAA,n,n
PIQHIJ,n,n
POBHEU,n,y
POBHIY,n,y
POBHOE,n,y
POKREO,y,y
POZZAG,n,y
POZZEK,y,y
PUBYAM,n,n
PUBYIU,n,n
PUBYOA,n,n
PUDWOB,y,y
PUDWOB01,y,y
PUDWUH,n,n
PUDWUH02,n,n
PUDXAO,y,y
PUDXES,n,n
PUDXES01,n,n
PUDXES02,n,n
PUDXES03,n,n
PUDXES04,n,n
PUNMUH,n,y
PUNNAO,n,y
PUNNES,n,y
PUNNIW,n,y
PUTREC,y,y
PUXGUK,n,n
PUZBUI,n,n
PUZKOL,y,y
PUZLAY,n,n
QABPOA,n,y
QABPUG,n,y
QABQAN,n,y
QADFAE,n,y
QAFQEV,n,y
QAFWUS,n,y
QAGJUG01,y,y
QAPHUK,n,n
QEKBUE,n,n
QESSEP,n,y
QIBMOD,n,n
QIDHET,n,n
QIDHUJ,n,y
QIDJAR,n,n
QIXPES,n,y
QIXPIW,n,y
QOGFUP,n,n
QOGGEA,n,n
QOGKIH,n,y
QOGKON,n,y
QOGKUT,n,y
QOHFEZ,n,y
QOPQOC,n,y
QOPQUI,n,y
QOTDUA,n,n
QOTFAI,y,y
QOVJOB,n,y
QUCZUL,n,n
QUDTIT,n,y
QUDTOZ,n,y
QUDTUF,n,y
QUDVAN,n,y
QUFYIB,y,y
QUFYOH,y,y
QULNOB,n,y
QUNZOQ,n,n
RABZIE,n,y
RAGXAY,n,y
RAGXEC,n,y
RAGXIG,n,y
RAGXOM,n,y
RALQAW,n,n
RAMPEB,n,n
RAMPIF,n,n
RAMPOL,y,y
RAMPUR,n,n
RAMQAY,n,y
RASJIH,y,y
RASJON,y,y
RASJUT,y,y
REDMET,n,n
REDMIX,n,y
REFVON,n,y
REFVUT,n,n
REFVUT01,n,n
REFWAA,n,y
REFWEE,n,n
REFWII,n,y
REFXOQ,n,n
REFYIM,n,n
REFYOS,n,y
REGDUF,n,y
REHCIT,n,y
REHTEF,n,n
REKYIR,n,y
RELLIF,y,y
RELLOL,y,y
RELMAY,n,y
RELZEQ,n,n
RELZIU,n,y
RELZOA,n,n
RELZUG,n,n
REMBAP,y,y
REMBET,n,y
REQXES,y,y
RERYEV,y,y
RESZUN,y,y
REVZUP,n,n
REXDOO,n,n
REYMAL,y,y
RIKHIF,y,y
RIKHOL,y,y
RIPJUX,n,y
RIRVIZ,y,y
RIRVOF,n,n
RIRVUL,y,y
RIRWAS,n,n
RIRXAT,n,y
RIYBOQ,n,y
RIYBUW,n,y
RIZQEY,y,y
ROKFUT,n,y
ROKGAA,n,y
ROKGEE,n,y
ROKGII,n,n
RONCIH,n,n
ROXTIJ,n,y
ROXTOP,n,n
ROZLUO,n,y
ROZMAV,n,y
RURZUB,y,y
SANHAS,n,y
SANNUT,y,y
SAQYAM,n,y
SARNUW,y,y
SARPAE,n,y
SATJAA,y,y
SATJEE,y,y
SATNUX,n,n
SAVYAS,y,y
SAYXOH,n,y
SAYXUN,n,y
SAZFIK,n,n
SEDJOD,y,y
SEFXUY,n,n
SEGTIJ,y,y
SEGTUV,n,n
SEHCOX,n,n
SENNOR,n,y
SENNUX,n,y
SENPAF,n,n
SENPIN,n,y
SENPOT,n,y
SENPUZ,n,y
SENQAG,n,y
SENQEK,n,y
SENQIO,n,y
SENQOU,n,y
SENQUA,n,y
SENRAH,n,y
SENREL,n,y
SEQNEK,n,n
SEQNEK01,n,n
SEZWOM,y,y
SIFXIR,y,y
SIFXOX,y,y
SIQTOD,n,y
SIRZAU,n,y
SISCEF,n,n
SODPUY,y,y
SODQAF,y,y
SOJVAP,n,y
SOMSIW,n,y
SOPTAU,y,y
SOVJUJ,n,y
SOVKAQ,n,y
SOVKEU,n,y
SULLUG,n,y
SULLUG10,n,y
SUQFAM,y,y
SUXJIG,n,y
SUYVAJ,n,y
SUYVIR,n,n
TACXUS,n,n
TADCEI,n,y
TADCIM,n,y
TALYAI,n,y
TAMFIY,n,y
TAMSAE,n,n
TARNIK,n,y
TASQAI,n,y
TASQEM,n,y
TASQIQ,n,y
TASQOW,n,n
TATVER,n,y
TECVUU,y,y
TEMXAN,n,n
TEMXER,n,y
TENLON,n,y
TENLUT,n,y
TENMAA,n,y
TEQTER,n,n
TEQTIV,n,n
THYMEA10,n,y
THYMEA20,n,y
TIHCAR,y,y
TIHCEV,y,y
TIHCOF,y,y
TIHDAS,n,n
TIHDOG,y,y
TIHFAU,n,n
TIHFEY,y,y
TIHGAV,y,y
TIKREN,n,y
TIKRIR,n,y
TIMCID,n,n
TIMCOJ,n,n
TIRQET,n,y
TIRQOD,n,n
TIRQUJ,n,y
TIRRAQ,y,y
TIRREU,n,n
TIRRIY,n,y
TIRROE,n,y
TISKUB,n,y
TISLAI,n,y
TISSAQ,y,y
TISSEU,n,y
TITLUD,n,y
TIWLUG,n,n
TOBGIC,n,y
TOBGOI,n,n
TOBGUO,n,n
TOSCOV,n,n
TOVWUY,y,y
TUCKUX,n,y
TUCLAE,n,y
TUGJEL,n,n
TUGXAV,n,y
TUSHUL,n,y
TUTPOP,n,y
UDOXAN01,n,n
UDOXER,n,y
UDOXIV,n,y
UDOXOB,n,y
UDOXUH,n,n
UHERIJ,n,y
UHEROP,y,y
UHERUV,n,y
UHESAC,n,y
UJEFEV,n,n
UKAGOC,n,y
UKAGOC01,n,y
UMIROY,n,n
UMIRUE,n,y
UMISAL,n,y
UPAZAO01,y,y
UPAZES01,y,y
UPAZIW01,n,y
UPENAG01,n,n
UPENIO01,y,y
UPICOM,n,y
UPISOC,n,n
UPULEX,n,n
UQAXUG,n,y
UQAYAN,n,y
UQAYER,n,y
USENEN,y,y
USENIR,y,y
UTEVAR,y,y
UTEVEV,n,y
UTEVIZ,n,y
UTEVOF,n,y
UVISIC,n,y
UWIMIY,y,y
UWIMOE,y,y
UWODUG,y,y
UWOFAO,y,y
UWOFES,n,n
UWOFIW,n,n
UWOGAP,n,n
UYUXIW,n,n
UYUXOC,y,y
UYUXUI,n,y
VANSEL,y,y
VANVEO,n,y
VAWJUA,n,y
VAWKAH,n,n
VAWKEL,n,n
VAWYEA,n,y
VAWYIE,n,n
VEFZOW,n,y
VIKPIR,n,y
VIKPOX,n,y
VIKTEP,n,n
VIKVOB,n,n
VILBUQ,n,n
VINPOY,n,y
VINPUE,n,y
VINVAS,y,y
VINVEW,y,y
VISCIM,y,y
VITCUZ,n,y
VIWQOH,n,n
VODBAS,n,y
VOFJIK,n,y
VOFRUF,n,y
VOJLIQ,n,y
VOLZON,n,y
VOMPAQ,n,y
VOMPEU,n,y
VOMPIY,n,y
VOTJOF,y,y
VOWTUY,n,n
VOWVEK,n,n
VUCQER,n,y
VUCTUI,n,y
VUNQOM,y,y
VURBUF,n,y
VUSYOY,n,n
VUSYUE,n,y
VUSZAL,n,y
WATJOT,y,y
WECPAV,n,y
WEYHIU,y,y
WINBUQ,n,n
WINCIF,n,y
WIQHOW,n,y
WIQHUC,n,n
WIQJAK,n,y
WIQNAO,n,y
WIQNIW,n,n
WIVDIP,n,n
WIVDOV,n,y
WOGBOJ,n,n
WOPZIM,n,n
WOQGEQ,n,y
WUKTOL,n,y
WUTJOM,n,y
WUVZIW,n,y
XAMQEK,n,n
XAMQIO,n,y
XAMQOU,n,y
XAMQUA,n,y
XAPGIG,n,y
XAYMOC,y,y
XAYMUI,y,y
XEXYOP,n,y
XEZROK,n,y
XICBEQ,n,n
XIJPOV,n,n
XIKNUC,n,n
XIKPAK,n,n
XIKPEO,n,n
XINQUI,n,n
XIVYUZ,n,y
XIVZAG,n,y
XIVZEK,n,n
XIZZIQ,n,y
XOFGUW,n,n
XOJDIK,n,y
XOJDIK01,n,y
XOLGOV,n,y
XONWON,n,y
XONWUT,n,y
XONXAA,y,y
XUBYAV,n,y
XUBYEZ,n,y
XUBYID,n,y
XUBYOJ,n,y
XUBYUP,n,n
XUBZAW,n,y
XUDPIW,n,y
XUDPOC,n,y
XUDPUI,n,y
XUFSUO,n,y
XUHKOC,y,y
XUHKUI,y,y
XUXGAZ,n,n
XUXGED,n,n
XUXTOB,y,y
YAFLUN,n,n
YAVQAN,n,y
YAVQER,n,y
YAVQIV,n,y
YAVQOB,n,y
YAXQOG,y,y
YEDNAZ,n,y
YEKVUG,n,y
YERMIU,n,n
YERMOA,n,y
YERMUG,n,y
YERNAN,n,y
YERNER,n,y
YERSIA,y,y
YERTAT,n,y
YETKAJ,n,y
YETKEN,n,y
YETWIG,n,n
YEYPOJ,y,y
YEZMIC,n,n
YEZMOI,n,y
YEZMUO,n,y
YEZNAV,n,y
YIGNOT,y,y
YIGPOW,n,y
YIGQEN,y,y
YIKTOE,n,y
YIKTUK,n,y
YILCAA,n,y
YILCEE,n,y
YILCUU,n,y
YILDAB,n,y
YOCRAJ,n,y
YOFQEQ,n,y
YOHXOK,n,y
YUFJEP,n,n
YUFJIT,n,n
YUPTIM,n,y
YUVGIF01,n,y
YUWVES,n,n
YUZHAE,y,y
ZAPKIK,n,y
ZAPKOQ,n,y
ZAXPUM,n,n
ZECMUP01,n,n
ZELDID,n,y
ZERQIZ,n,n
ZERQOF,n,n
ZIFNIN,n,y
ZIFNOT,n,y
ZIPYIJ,n,y
ZIPYOP,n,n
ZIRCIO,y,y
ZOQQED,n,y
ZOQRAA,n,y
ZUFVEB,n,y
ZULHIZ,n,n
ZURXUH,n,n
ZURYAO,n,n
ZUVYUM,n,y
ZUVZEX,n,y
ZUYPUG,n,y
ZUYQAN,n,y
